,R,L,C,U,w,phi0,U/I,phi0-phi1
1815,0.5,0.09555555880069733,0.15000000596046448,10.0,10.5,0.0,0.6210706164154406,0.6350167000241307
1816,0.5,0.09555555880069733,0.15000000596046448,10.0,10.5,0.125,0.6210700346275049,0.6350160033927691
1817,0.5,0.09555555880069733,0.15000000596046448,10.0,10.5,0.25,0.6210700237183986,0.6350159907073682
1818,0.5,0.09555555880069733,0.15000000596046448,10.0,10.5,0.375,0.6210702827977396,0.6350160991026448
1819,0.5,0.09555555880069733,0.15000000596046448,10.0,10.5,0.5,0.6210713294953911,0.6350162713127117
1820,0.5,0.09555555880069733,0.15000000596046448,10.0,11.0,0.0,0.6693803385187098,0.7273191480975678
1821,0.5,0.09555555880069733,0.15000000596046448,10.0,11.0,0.125,0.6693811280628488,0.7273199517597376
1822,0.5,0.09555555880069733,0.15000000596046448,10.0,11.0,0.25,0.6693803158821102,0.727319117149948
1823,0.5,0.09555555880069733,0.15000000596046448,10.0,11.0,0.375,0.6693803570103813,0.7273191394001266
1824,0.5,0.09555555880069733,0.15000000596046448,10.0,11.0,0.5,0.6693808538932822,0.7273193024208188
1825,0.5,0.09555555880069733,0.15000000596046448,10.5,9.0,0.0,0.5140265343788976,0.23414404844398837
1826,0.5,0.09555555880069733,0.15000000596046448,10.5,9.0,0.125,0.5140260695029775,0.2341438290177124
1827,0.5,0.09555555880069733,0.15000000596046448,10.5,9.0,0.25,0.5140262564948038,0.23414381963567926
1828,0.5,0.09555555880069733,0.15000000596046448,10.5,9.0,0.375,0.5140270953555626,0.23414353879284971
1829,0.5,0.09555555880069733,0.15000000596046448,10.5,9.0,0.5,0.5140261432122183,0.23414377897001148
1830,0.5,0.09555555880069733,0.15000000596046448,10.5,9.5,0.0,0.5407836112159672,0.3908491869524128
1831,0.5,0.09555555880069733,0.15000000596046448,10.5,9.5,0.125,0.5407829171623654,0.39084853833438205
1832,0.5,0.09555555880069733,0.15000000596046448,10.5,9.5,0.25,0.5407824548586472,0.3908483052626413
1833,0.5,0.09555555880069733,0.15000000596046448,10.5,9.5,0.375,0.5407830170204807,0.3908483214555331
1834,0.5,0.09555555880069733,0.15000000596046448,10.5,9.5,0.5,0.5407825625615585,0.39084828287154916
1835,0.5,0.09555555880069733,0.15000000596046448,10.5,10.0,0.0,0.5774588428082138,0.5239210742884555
1836,0.5,0.09555555880069733,0.15000000596046448,10.5,10.0,0.125,0.5774586752659948,0.5239205089382097
1837,0.5,0.09555555880069733,0.15000000596046448,10.5,10.0,0.25,0.5774577111959275,0.5239196821324316
1838,0.5,0.09555555880069733,0.15000000596046448,10.5,10.0,0.375,0.5774578113402621,0.5239195934715042
1839,0.5,0.09555555880069733,0.15000000596046448,10.5,10.0,0.5,0.5774579205254857,0.5239194656896285
1840,0.5,0.09555555880069733,0.15000000596046448,10.5,10.5,0.0,0.6210706164154405,0.6350167000241308
1841,0.5,0.09555555880069733,0.15000000596046448,10.5,10.5,0.125,0.6210700346275051,0.6350160033927691
1842,0.5,0.09555555880069733,0.15000000596046448,10.5,10.5,0.25,0.6210700237183986,0.635015990707368
1843,0.5,0.09555555880069733,0.15000000596046448,10.5,10.5,0.375,0.6210702827977395,0.6350160991026447
1844,0.5,0.09555555880069733,0.15000000596046448,10.5,10.5,0.5,0.6210713294953913,0.6350162713127115
1845,0.5,0.09555555880069733,0.15000000596046448,10.5,11.0,0.0,0.6693803385187099,0.7273191480975677
1846,0.5,0.09555555880069733,0.15000000596046448,10.5,11.0,0.125,0.6693811280628488,0.7273199517597377
1847,0.5,0.09555555880069733,0.15000000596046448,10.5,11.0,0.25,0.6693803158821102,0.727319117149948
1848,0.5,0.09555555880069733,0.15000000596046448,10.5,11.0,0.375,0.6693803570103812,0.7273191394001266
1849,0.5,0.09555555880069733,0.15000000596046448,10.5,11.0,0.5,0.6693808538932822,0.7273193024208187
1850,0.5,0.09555555880069733,0.15000000596046448,11.0,9.0,0.0,0.5140265343788976,0.23414404844398842
1851,0.5,0.09555555880069733,0.15000000596046448,11.0,9.0,0.125,0.5140260695029775,0.23414382901771247
1852,0.5,0.09555555880069733,0.15000000596046448,11.0,9.0,0.25,0.5140262564948038,0.23414381963567926
1853,0.5,0.09555555880069733,0.15000000596046448,11.0,9.0,0.375,0.5140270953555626,0.23414353879284966
1854,0.5,0.09555555880069733,0.15000000596046448,11.0,9.0,0.5,0.5140261432122184,0.23414377897001148
1855,0.5,0.09555555880069733,0.15000000596046448,11.0,9.5,0.0,0.5407836112159672,0.3908491869524128
1856,0.5,0.09555555880069733,0.15000000596046448,11.0,9.5,0.125,0.5407829171623653,0.39084853833438205
1857,0.5,0.09555555880069733,0.15000000596046448,11.0,9.5,0.25,0.5407824548586473,0.39084830526264125
1858,0.5,0.09555555880069733,0.15000000596046448,11.0,9.5,0.375,0.5407830170204808,0.39084832145553305
1859,0.5,0.09555555880069733,0.15000000596046448,11.0,9.5,0.5,0.5407825625615585,0.3908482828715492
1860,0.5,0.09555555880069733,0.15000000596046448,11.0,10.0,0.0,0.5774588428082139,0.5239210742884555
1861,0.5,0.09555555880069733,0.15000000596046448,11.0,10.0,0.125,0.5774586752659949,0.52392050893821
1862,0.5,0.09555555880069733,0.15000000596046448,11.0,10.0,0.25,0.5774577111959275,0.5239196821324316
1863,0.5,0.09555555880069733,0.15000000596046448,11.0,10.0,0.375,0.5774578113402621,0.5239195934715042
1864,0.5,0.09555555880069733,0.15000000596046448,11.0,10.0,0.5,0.5774579205254857,0.5239194656896285
1865,0.5,0.09555555880069733,0.15000000596046448,11.0,10.5,0.0,0.6210706164154406,0.6350167000241305
1866,0.5,0.09555555880069733,0.15000000596046448,11.0,10.5,0.125,0.6210700346275051,0.6350160033927691
1867,0.5,0.09555555880069733,0.15000000596046448,11.0,10.5,0.25,0.6210700237183988,0.6350159907073681
1868,0.5,0.09555555880069733,0.15000000596046448,11.0,10.5,0.375,0.6210702827977396,0.6350160991026447
1869,0.5,0.09555555880069733,0.15000000596046448,11.0,10.5,0.5,0.6210713294953912,0.6350162713127117
1870,0.5,0.09555555880069733,0.15000000596046448,11.0,11.0,0.0,0.6693803385187098,0.7273191480975678
1871,0.5,0.09555555880069733,0.15000000596046448,11.0,11.0,0.125,0.6693811280628487,0.7273199517597376
1872,0.5,0.09555555880069733,0.15000000596046448,11.0,11.0,0.25,0.6693803158821102,0.727319117149948
1873,0.5,0.09555555880069733,0.15000000596046448,11.0,11.0,0.375,0.6693803570103813,0.7273191394001266
1874,0.5,0.09555555880069733,0.15000000596046448,11.0,11.0,0.5,0.6693808538932822,0.7273193024208188
1875,0.5,0.10333333164453506,0.05000000074505806,9.0,9.0,0.0,1.3855822919695335,-1.201607448770091
1876,0.5,0.10333333164453506,0.05000000074505806,9.0,9.0,0.125,1.3855828889775248,-1.2016092013317317
1877,0.5,0.10333333164453506,0.05000000074505806,9.0,9.0,0.25,1.38558242882228,-1.2016083673965183
1878,0.5,0.10333333164453506,0.05000000074505806,9.0,9.0,0.375,1.385582558916466,-1.2015713394717906
1879,0.5,0.10333333164453506,0.05000000074505806,9.0,9.0,0.5,1.3855844461534983,-1.201595465083774
1880,0.5,0.10333333164453506,0.05000000074505806,9.0,9.5,0.0,1.2298248454296916,-1.1521085776719535
1881,0.5,0.10333333164453506,0.05000000074505806,9.0,9.5,0.125,1.229825554292846,-1.1521105219756327
1882,0.5,0.10333333164453506,0.05000000074505806,9.0,9.5,0.25,1.229825380771321,-1.1521112652136676
1883,0.5,0.10333333164453506,0.05000000074505806,9.0,9.5,0.375,1.2298249017588858,-1.1521103740694834
1884,0.5,0.10333333164453506,0.05000000074505806,9.0,9.5,0.5,1.2298267525440192,-1.152089019304781
1885,0.5,0.10333333164453506,0.05000000074505806,9.0,10.0,0.0,1.0883218918714666,-1.0934510375994853
1886,0.5,0.10333333164453506,0.05000000074505806,9.0,10.0,0.125,1.0883219438888663,-1.0934512077063612
1887,0.5,0.10333333164453506,0.05000000074505806,9.0,10.0,0.25,1.0883220129453643,-1.0934516403635757
1888,0.5,0.10333333164453506,0.05000000074505806,9.0,10.0,0.375,1.0883220990409666,-1.0934532891654094
1889,0.5,0.10333333164453506,0.05000000074505806,9.0,10.0,0.5,1.0883222021756787,-1.0934360991753027
1890,0.5,0.10333333164453506,0.05000000074505806,9.0,10.5,0.0,0.9602132947018348,-1.023105002222689
1891,0.5,0.10333333164453506,0.05000000074505806,9.0,10.5,0.125,0.960214006059646,-1.0231066518596295
1892,0.5,0.10333333164453506,0.05000000074505806,9.0,10.5,0.25,0.960214948184949,-1.0231106221604822
1893,0.5,0.10333333164453506,0.05000000074505806,9.0,10.5,0.375,0.9602135477044573,-1.0231065311865866
1894,0.5,0.10333333164453506,0.05000000074505806,9.0,10.5,0.5,0.9602133649303766,-1.023106621443232
1895,0.5,0.10333333164453506,0.05000000074505806,9.0,11.0,0.0,0.8452590794209582,-0.9378354987408924
1896,0.5,0.10333333164453506,0.05000000074505806,9.0,11.0,0.125,0.8452592173279968,-0.9378357982527015
1897,0.5,0.10333333164453506,0.05000000074505806,9.0,11.0,0.25,0.8452595152254595,-0.9378367952027251
1898,0.5,0.10333333164453506,0.05000000074505806,9.0,11.0,0.375,0.8452593359483056,-0.9378366850473712
1899,0.5,0.10333333164453506,0.05000000074505806,9.0,11.0,0.5,0.8452593571260001,-0.9378380459046696
1900,0.5,0.10333333164453506,0.05000000074505806,9.5,9.0,0.0,1.3855822919695335,-1.2016074487700905
1901,0.5,0.10333333164453506,0.05000000074505806,9.5,9.0,0.125,1.385582888977525,-1.2016092013317312
1902,0.5,0.10333333164453506,0.05000000074505806,9.5,9.0,0.25,1.38558242882228,-1.2016083673965183
1903,0.5,0.10333333164453506,0.05000000074505806,9.5,9.0,0.375,1.385582558916466,-1.2015713394717713
1904,0.5,0.10333333164453506,0.05000000074505806,9.5,9.0,0.5,1.3855844461534985,-1.201595465083773
1905,0.5,0.10333333164453506,0.05000000074505806,9.5,9.5,0.0,1.2298248454296914,-1.1521085776719537
1906,0.5,0.10333333164453506,0.05000000074505806,9.5,9.5,0.125,1.229825554292846,-1.1521105219756331
1907,0.5,0.10333333164453506,0.05000000074505806,9.5,9.5,0.25,1.2298253807713209,-1.152111265213667
1908,0.5,0.10333333164453506,0.05000000074505806,9.5,9.5,0.375,1.2298249017588856,-1.1521103740694807
1909,0.5,0.10333333164453506,0.05000000074505806,9.5,9.5,0.5,1.2298267525440192,-1.152089019304781
1910,0.5,0.10333333164453506,0.05000000074505806,9.5,10.0,0.0,1.0883218918714666,-1.0934510375994853
1911,0.5,0.10333333164453506,0.05000000074505806,9.5,10.0,0.125,1.0883219438888663,-1.0934512077063614
1912,0.5,0.10333333164453506,0.05000000074505806,9.5,10.0,0.25,1.0883220129453643,-1.0934516403635763
1913,0.5,0.10333333164453506,0.05000000074505806,9.5,10.0,0.375,1.0883220990409663,-1.0934532891654105
1914,0.5,0.10333333164453506,0.05000000074505806,9.5,10.0,0.5,1.0883222021756787,-1.0934360991752978
1915,0.5,0.10333333164453506,0.05000000074505806,9.5,10.5,0.0,0.9602132947018346,-1.0231050022226886
1916,0.5,0.10333333164453506,0.05000000074505806,9.5,10.5,0.125,0.9602140060596459,-1.0231066518596297
1917,0.5,0.10333333164453506,0.05000000074505806,9.5,10.5,0.25,0.9602149481849489,-1.0231106221604822
1918,0.5,0.10333333164453506,0.05000000074505806,9.5,10.5,0.375,0.9602135477044573,-1.0231065311865866
1919,0.5,0.10333333164453506,0.05000000074505806,9.5,10.5,0.5,0.9602133649303767,-1.023106621443232
1920,0.5,0.10333333164453506,0.05000000074505806,9.5,11.0,0.0,0.8452590794209582,-0.9378354987408922
1921,0.5,0.10333333164453506,0.05000000074505806,9.5,11.0,0.125,0.8452592173279967,-0.9378357982527015
1922,0.5,0.10333333164453506,0.05000000074505806,9.5,11.0,0.25,0.8452595152254596,-0.9378367952027251
1923,0.5,0.10333333164453506,0.05000000074505806,9.5,11.0,0.375,0.8452593359483057,-0.9378366850473707
1924,0.5,0.10333333164453506,0.05000000074505806,9.5,11.0,0.5,0.8452593571260002,-0.937838045904668
1925,0.5,0.10333333164453506,0.05000000074505806,10.0,9.0,0.0,1.3855822919695333,-1.2016074487700905
1926,0.5,0.10333333164453506,0.05000000074505806,10.0,9.0,0.125,1.385582888977525,-1.2016092013317317
1927,0.5,0.10333333164453506,0.05000000074505806,10.0,9.0,0.25,1.3855824288222802,-1.2016083673965183
1928,0.5,0.10333333164453506,0.05000000074505806,10.0,9.0,0.375,1.385582558916466,-1.2015713394717906
1929,0.5,0.10333333164453506,0.05000000074505806,10.0,9.0,0.5,1.3855844461534985,-1.201595465083773
1930,0.5,0.10333333164453506,0.05000000074505806,10.0,9.5,0.0,1.2298248454296912,-1.1521085776719537
1931,0.5,0.10333333164453506,0.05000000074505806,10.0,9.5,0.125,1.229825554292846,-1.1521105219756331
1932,0.5,0.10333333164453506,0.05000000074505806,10.0,9.5,0.25,1.229825380771321,-1.152111265213667
1933,0.5,0.10333333164453506,0.05000000074505806,10.0,9.5,0.375,1.2298249017588858,-1.1521103740694858
1934,0.5,0.10333333164453506,0.05000000074505806,10.0,9.5,0.5,1.2298267525440192,-1.1520890193047795
1935,0.5,0.10333333164453506,0.05000000074505806,10.0,10.0,0.0,1.0883218918714663,-1.0934510375994848
1936,0.5,0.10333333164453506,0.05000000074505806,10.0,10.0,0.125,1.088321943888866,-1.093451207706361
1937,0.5,0.10333333164453506,0.05000000074505806,10.0,10.0,0.25,1.0883220129453641,-1.0934516403635763
1938,0.5,0.10333333164453506,0.05000000074505806,10.0,10.0,0.375,1.0883220990409663,-1.0934532891654105
1939,0.5,0.10333333164453506,0.05000000074505806,10.0,10.0,0.5,1.0883222021756784,-1.0934360991753027
1940,0.5,0.10333333164453506,0.05000000074505806,10.0,10.5,0.0,0.9602132947018348,-1.0231050022226889
1941,0.5,0.10333333164453506,0.05000000074505806,10.0,10.5,0.125,0.960214006059646,-1.0231066518596297
1942,0.5,0.10333333164453506,0.05000000074505806,10.0,10.5,0.25,0.9602149481849488,-1.023110622160482
1943,0.5,0.10333333164453506,0.05000000074505806,10.0,10.5,0.375,0.9602135477044573,-1.0231065311865872
1944,0.5,0.10333333164453506,0.05000000074505806,10.0,10.5,0.5,0.9602133649303768,-1.0231066214432345
1945,0.5,0.10333333164453506,0.05000000074505806,10.0,11.0,0.0,0.8452590794209582,-0.9378354987408922
1946,0.5,0.10333333164453506,0.05000000074505806,10.0,11.0,0.125,0.8452592173279969,-0.9378357982527015
1947,0.5,0.10333333164453506,0.05000000074505806,10.0,11.0,0.25,0.8452595152254595,-0.9378367952027258
1948,0.5,0.10333333164453506,0.05000000074505806,10.0,11.0,0.375,0.8452593359483057,-0.9378366850473698
1949,0.5,0.10333333164453506,0.05000000074505806,10.0,11.0,0.5,0.8452593571260002,-0.9378380459046696
1950,0.5,0.10333333164453506,0.05000000074505806,10.5,9.0,0.0,1.3855822919695333,-1.2016074487700912
1951,0.5,0.10333333164453506,0.05000000074505806,10.5,9.0,0.125,1.3855828889775248,-1.201609201331732
1952,0.5,0.10333333164453506,0.05000000074505806,10.5,9.0,0.25,1.38558242882228,-1.2016083673965172
1953,0.5,0.10333333164453506,0.05000000074505806,10.5,9.0,0.375,1.3855825589164659,-1.2015713394717906
1954,0.5,0.10333333164453506,0.05000000074505806,10.5,9.0,0.5,1.3855844461534987,-1.201595465083773
1955,0.5,0.10333333164453506,0.05000000074505806,10.5,9.5,0.0,1.2298248454296912,-1.1521085776719535
1956,0.5,0.10333333164453506,0.05000000074505806,10.5,9.5,0.125,1.229825554292846,-1.1521105219756327
1957,0.5,0.10333333164453506,0.05000000074505806,10.5,9.5,0.25,1.229825380771321,-1.1521112652136676
1958,0.5,0.10333333164453506,0.05000000074505806,10.5,9.5,0.375,1.2298249017588856,-1.1521103740694834
1959,0.5,0.10333333164453506,0.05000000074505806,10.5,9.5,0.5,1.2298267525440192,-1.1520890193047824
1960,0.5,0.10333333164453506,0.05000000074505806,10.5,10.0,0.0,1.0883218918714666,-1.0934510375994853
1961,0.5,0.10333333164453506,0.05000000074505806,10.5,10.0,0.125,1.0883219438888663,-1.093451207706361
1962,0.5,0.10333333164453506,0.05000000074505806,10.5,10.0,0.25,1.0883220129453646,-1.0934516403635768
1963,0.5,0.10333333164453506,0.05000000074505806,10.5,10.0,0.375,1.088322099040966,-1.0934532891654094
1964,0.5,0.10333333164453506,0.05000000074505806,10.5,10.0,0.5,1.0883222021756784,-1.0934360991753076
1965,0.5,0.10333333164453506,0.05000000074505806,10.5,10.5,0.0,0.9602132947018348,-1.023105002222689
1966,0.5,0.10333333164453506,0.05000000074505806,10.5,10.5,0.125,0.960214006059646,-1.0231066518596297
1967,0.5,0.10333333164453506,0.05000000074505806,10.5,10.5,0.25,0.9602149481849491,-1.023110622160483
1968,0.5,0.10333333164453506,0.05000000074505806,10.5,10.5,0.375,0.9602135477044571,-1.0231065311865872
1969,0.5,0.10333333164453506,0.05000000074505806,10.5,10.5,0.5,0.9602133649303767,-1.0231066214432345
1970,0.5,0.10333333164453506,0.05000000074505806,10.5,11.0,0.0,0.8452590794209583,-0.9378354987408924
1971,0.5,0.10333333164453506,0.05000000074505806,10.5,11.0,0.125,0.8452592173279969,-0.9378357982527015
1972,0.5,0.10333333164453506,0.05000000074505806,10.5,11.0,0.25,0.8452595152254596,-0.9378367952027258
1973,0.5,0.10333333164453506,0.05000000074505806,10.5,11.0,0.375,0.8452593359483057,-0.9378366850473707
1974,0.5,0.10333333164453506,0.05000000074505806,10.5,11.0,0.5,0.8452593571260003,-0.9378380459046687
1975,0.5,0.10333333164453506,0.05000000074505806,11.0,9.0,0.0,1.3855822919695333,-1.201607448770091
1976,0.5,0.10333333164453506,0.05000000074505806,11.0,9.0,0.125,1.3855828889775248,-1.2016092013317312
1977,0.5,0.10333333164453506,0.05000000074505806,11.0,9.0,0.25,1.38558242882228,-1.2016083673965183
1978,0.5,0.10333333164453506,0.05000000074505806,11.0,9.0,0.375,1.3855825589164663,-1.2015713394717906
1979,0.5,0.10333333164453506,0.05000000074505806,11.0,9.0,0.5,1.3855844461534983,-1.201595465083773
1980,0.5,0.10333333164453506,0.05000000074505806,11.0,9.5,0.0,1.2298248454296916,-1.152108577671954
1981,0.5,0.10333333164453506,0.05000000074505806,11.0,9.5,0.125,1.229825554292846,-1.1521105219756327
1982,0.5,0.10333333164453506,0.05000000074505806,11.0,9.5,0.25,1.229825380771321,-1.1521112652136676
1983,0.5,0.10333333164453506,0.05000000074505806,11.0,9.5,0.375,1.2298249017588858,-1.1521103740694834
1984,0.5,0.10333333164453506,0.05000000074505806,11.0,9.5,0.5,1.2298267525440187,-1.152089019304781
1985,0.5,0.10333333164453506,0.05000000074505806,11.0,10.0,0.0,1.0883218918714663,-1.093451037599485
1986,0.5,0.10333333164453506,0.05000000074505806,11.0,10.0,0.125,1.0883219438888663,-1.0934512077063612
1987,0.5,0.10333333164453506,0.05000000074505806,11.0,10.0,0.25,1.0883220129453643,-1.0934516403635763
1988,0.5,0.10333333164453506,0.05000000074505806,11.0,10.0,0.375,1.0883220990409663,-1.0934532891654094
1989,0.5,0.10333333164453506,0.05000000074505806,11.0,10.0,0.5,1.0883222021756787,-1.0934360991752978
1990,0.5,0.10333333164453506,0.05000000074505806,11.0,10.5,0.0,0.9602132947018348,-1.0231050022226886
1991,0.5,0.10333333164453506,0.05000000074505806,11.0,10.5,0.125,0.9602140060596458,-1.0231066518596295
1992,0.5,0.10333333164453506,0.05000000074505806,11.0,10.5,0.25,0.960214948184949,-1.0231106221604822
1993,0.5,0.10333333164453506,0.05000000074505806,11.0,10.5,0.375,0.9602135477044574,-1.0231065311865872
1994,0.5,0.10333333164453506,0.05000000074505806,11.0,10.5,0.5,0.9602133649303768,-1.0231066214432345
1995,0.5,0.10333333164453506,0.05000000074505806,11.0,11.0,0.0,0.8452590794209582,-0.9378354987408922
1996,0.5,0.10333333164453506,0.05000000074505806,11.0,11.0,0.125,0.8452592173279968,-0.9378357982527015
1997,0.5,0.10333333164453506,0.05000000074505806,11.0,11.0,0.25,0.8452595152254595,-0.9378367952027253
1998,0.5,0.10333333164453506,0.05000000074505806,11.0,11.0,0.375,0.8452593359483057,-0.9378366850473703
1999,0.5,0.10333333164453506,0.05000000074505806,11.0,11.0,0.5,0.8452593571260002,-0.9378380459046705
2000,0.5,0.10333333164453506,0.07500000298023224,9.0,9.0,0.0,0.7444003152085372,-0.8343200121382359
2001,0.5,0.10333333164453506,0.07500000298023224,9.0,9.0,0.125,0.744400527887209,-0.834320435108379
2002,0.5,0.10333333164453506,0.07500000298023224,9.0,9.0,0.25,0.7444002796263598,-0.8343199594571766
2003,0.5,0.10333333164453506,0.07500000298023224,9.0,9.0,0.375,0.744400743153263,-0.8343216064250414
2004,0.5,0.10333333164453506,0.07500000298023224,9.0,9.0,0.5,0.7444003152085372,-0.8343201579244188
2005,0.5,0.10333333164453506,0.07500000298023224,9.0,9.5,0.0,0.6541794376244513,-0.7008159380985534
2006,0.5,0.10333333164453506,0.07500000298023224,9.0,9.5,0.125,0.6541801830741863,-0.7008171760147182
2007,0.5,0.10333333164453506,0.07500000298023224,9.0,9.5,0.25,0.6541795345626837,-0.7008161511109142
2008,0.5,0.10333333164453506,0.07500000298023224,9.0,9.5,0.375,0.6541795084650945,-0.7008161485553355
2009,0.5,0.10333333164453506,0.07500000298023224,9.0,9.5,0.5,0.6541796906026791,-0.7008169521195795
2010,0.5,0.10333333164453506,0.07500000298023224,9.0,10.0,0.0,0.5830952956717035,-0.5404195755655254
