,R,L,C,U,w,phi0,U/I,phi0-phi1
1551,0.5,0.09555555880069733,0.10000000149011612,10.0,9.0,0.125,0.5595147934644226,-0.46542377254279
1552,0.5,0.09555555880069733,0.10000000149011612,10.0,9.0,0.25,0.5595148257661978,-0.46542383445094737
1553,0.5,0.09555555880069733,0.10000000149011612,10.0,9.0,0.375,0.5595148760475761,-0.46542396370417527
1554,0.5,0.09555555880069733,0.10000000149011612,10.0,9.0,0.5,0.5595149317284231,-0.4654241753608721
1555,0.5,0.09555555880069733,0.10000000149011612,10.0,9.5,0.0,0.5205599197209405,-0.28198761098129804
1556,0.5,0.09555555880069733,0.10000000149011612,10.0,9.5,0.125,0.5205602192126392,-0.2819878641374402
1557,0.5,0.09555555880069733,0.10000000149011612,10.0,9.5,0.25,0.5205601466035283,-0.28198787842384165
1558,0.5,0.09555555880069733,0.10000000149011612,10.0,9.5,0.375,0.5205599432915766,-0.28198766348289916
1559,0.5,0.09555555880069733,0.10000000149011612,10.0,9.5,0.5,0.5205599608293601,-0.2819877150921649
1560,0.5,0.09555555880069733,0.10000000149011612,10.0,10.0,0.0,0.501971526961485,-0.08865580720942468
1561,0.5,0.09555555880069733,0.10000000149011612,10.0,10.0,0.125,0.5019715653296314,-0.08865585160918873
1562,0.5,0.09555555880069733,0.10000000149011612,10.0,10.0,0.25,0.501971521127961,-0.08865586030710526
1563,0.5,0.09555555880069733,0.10000000149011612,10.0,10.0,0.375,0.5019714847853123,-0.08865585448471819
1564,0.5,0.09555555880069733,0.10000000149011612,10.0,10.0,0.5,0.5019714563016824,-0.08865583891934892
1565,0.5,0.09555555880069733,0.10000000149011612,10.0,10.5,0.0,0.5025894490303904,0.10155429392966996
1566,0.5,0.09555555880069733,0.10000000149011612,10.0,10.5,0.125,0.5025898409840337,0.10155427459129088
1567,0.5,0.09555555880069733,0.10000000149011612,10.0,10.5,0.25,0.5025902804628789,0.10155404442929275
1568,0.5,0.09555555880069733,0.10000000149011612,10.0,10.5,0.375,0.5025895670500424,0.10155422486422705
1569,0.5,0.09555555880069733,0.10000000149011612,10.0,10.5,0.5,0.5025894910021741,0.10155425439308263
1570,0.5,0.09555555880069733,0.10000000149011612,10.0,11.0,0.0,0.5197789055252099,0.27675170447247843
1571,0.5,0.09555555880069733,0.10000000149011612,10.0,11.0,0.125,0.5197786788661763,0.2767515507084266
1572,0.5,0.09555555880069733,0.10000000149011612,10.0,11.0,0.25,0.5197787954863735,0.2767515279365908
1573,0.5,0.09555555880069733,0.10000000149011612,10.0,11.0,0.375,0.5197786324671735,0.2767515021491902
1574,0.5,0.09555555880069733,0.10000000149011612,10.0,11.0,0.5,0.5197790002139041,0.27675132369040556
1575,0.5,0.09555555880069733,0.10000000149011612,10.5,9.0,0.0,0.5595149317284233,-0.4654238867334745
1576,0.5,0.09555555880069733,0.10000000149011612,10.5,9.0,0.125,0.5595147934644226,-0.4654237725427901
1577,0.5,0.09555555880069733,0.10000000149011612,10.5,9.0,0.25,0.5595148257661979,-0.4654238344509475
1578,0.5,0.09555555880069733,0.10000000149011612,10.5,9.0,0.375,0.5595148760475761,-0.4654239637041754
1579,0.5,0.09555555880069733,0.10000000149011612,10.5,9.0,0.5,0.5595149317284231,-0.4654241753608721
1580,0.5,0.09555555880069733,0.10000000149011612,10.5,9.5,0.0,0.5205599197209405,-0.281987610981298
1581,0.5,0.09555555880069733,0.10000000149011612,10.5,9.5,0.125,0.5205602192126392,-0.2819878641374401
1582,0.5,0.09555555880069733,0.10000000149011612,10.5,9.5,0.25,0.5205601466035283,-0.281987878423842
1583,0.5,0.09555555880069733,0.10000000149011612,10.5,9.5,0.375,0.5205599432915766,-0.28198766348289916
1584,0.5,0.09555555880069733,0.10000000149011612,10.5,9.5,0.5,0.5205599608293602,-0.281987715092165
1585,0.5,0.09555555880069733,0.10000000149011612,10.5,10.0,0.0,0.5019715269614848,-0.08865580720942468
1586,0.5,0.09555555880069733,0.10000000149011612,10.5,10.0,0.125,0.5019715653296314,-0.08865585160918868
1587,0.5,0.09555555880069733,0.10000000149011612,10.5,10.0,0.25,0.5019715211279608,-0.0886558603071052
1588,0.5,0.09555555880069733,0.10000000149011612,10.5,10.0,0.375,0.5019714847853124,-0.08865585448471808
1589,0.5,0.09555555880069733,0.10000000149011612,10.5,10.0,0.5,0.5019714563016824,-0.0886558389193488
1590,0.5,0.09555555880069733,0.10000000149011612,10.5,10.5,0.0,0.5025894490303904,0.10155429392966996
1591,0.5,0.09555555880069733,0.10000000149011612,10.5,10.5,0.125,0.5025898409840338,0.10155427459129088
1592,0.5,0.09555555880069733,0.10000000149011612,10.5,10.5,0.25,0.502590280462879,0.10155404442929272
1593,0.5,0.09555555880069733,0.10000000149011612,10.5,10.5,0.375,0.5025895670500423,0.1015542248642271
1594,0.5,0.09555555880069733,0.10000000149011612,10.5,10.5,0.5,0.502589491002174,0.10155425439308258
1595,0.5,0.09555555880069733,0.10000000149011612,10.5,11.0,0.0,0.51977890552521,0.27675170447247843
1596,0.5,0.09555555880069733,0.10000000149011612,10.5,11.0,0.125,0.5197786788661763,0.2767515507084266
1597,0.5,0.09555555880069733,0.10000000149011612,10.5,11.0,0.25,0.5197787954863735,0.2767515279365908
1598,0.5,0.09555555880069733,0.10000000149011612,10.5,11.0,0.375,0.5197786324671734,0.27675150214919025
1599,0.5,0.09555555880069733,0.10000000149011612,10.5,11.0,0.5,0.5197790002139041,0.2767513236904055
1600,0.5,0.09555555880069733,0.10000000149011612,11.0,9.0,0.0,0.5595149317284231,-0.46542388673347446
1601,0.5,0.09555555880069733,0.10000000149011612,11.0,9.0,0.125,0.5595147934644225,-0.4654237725427899
1602,0.5,0.09555555880069733,0.10000000149011612,11.0,9.0,0.25,0.5595148257661978,-0.46542383445094737
1603,0.5,0.09555555880069733,0.10000000149011612,11.0,9.0,0.375,0.559514876047576,-0.46542396370417527
1604,0.5,0.09555555880069733,0.10000000149011612,11.0,9.0,0.5,0.559514931728423,-0.46542417536087166
1605,0.5,0.09555555880069733,0.10000000149011612,11.0,9.5,0.0,0.5205599197209405,-0.281987610981298
1606,0.5,0.09555555880069733,0.10000000149011612,11.0,9.5,0.125,0.5205602192126393,-0.28198786413744015
1607,0.5,0.09555555880069733,0.10000000149011612,11.0,9.5,0.25,0.5205601466035283,-0.2819878784238419
1608,0.5,0.09555555880069733,0.10000000149011612,11.0,9.5,0.375,0.5205599432915766,-0.28198766348289905
1609,0.5,0.09555555880069733,0.10000000149011612,11.0,9.5,0.5,0.5205599608293601,-0.2819877150921649
1610,0.5,0.09555555880069733,0.10000000149011612,11.0,10.0,0.0,0.5019715269614848,-0.08865580720942468
1611,0.5,0.09555555880069733,0.10000000149011612,11.0,10.0,0.125,0.5019715653296315,-0.08865585160918873
1612,0.5,0.09555555880069733,0.10000000149011612,11.0,10.0,0.25,0.5019715211279608,-0.08865586030710526
1613,0.5,0.09555555880069733,0.10000000149011612,11.0,10.0,0.375,0.5019714847853122,-0.08865585448471808
1614,0.5,0.09555555880069733,0.10000000149011612,11.0,10.0,0.5,0.5019714563016824,-0.0886558389193488
1615,0.5,0.09555555880069733,0.10000000149011612,11.0,10.5,0.0,0.5025894490303904,0.10155429392966994
1616,0.5,0.09555555880069733,0.10000000149011612,11.0,10.5,0.125,0.5025898409840337,0.10155427459129088
1617,0.5,0.09555555880069733,0.10000000149011612,11.0,10.5,0.25,0.502590280462879,0.1015540444292927
1618,0.5,0.09555555880069733,0.10000000149011612,11.0,10.5,0.375,0.5025895670500424,0.10155422486422705
1619,0.5,0.09555555880069733,0.10000000149011612,11.0,10.5,0.5,0.502589491002174,0.10155425439308263
1620,0.5,0.09555555880069733,0.10000000149011612,11.0,11.0,0.0,0.51977890552521,0.27675170447247843
1621,0.5,0.09555555880069733,0.10000000149011612,11.0,11.0,0.125,0.5197786788661763,0.2767515507084265
1622,0.5,0.09555555880069733,0.10000000149011612,11.0,11.0,0.25,0.5197787954863735,0.2767515279365908
1623,0.5,0.09555555880069733,0.10000000149011612,11.0,11.0,0.375,0.5197786324671735,0.27675150214919014
1624,0.5,0.09555555880069733,0.10000000149011612,11.0,11.0,0.5,0.5197790002139041,0.27675132369040556
1625,0.5,0.09555555880069733,0.125,9.0,9.0,0.0,0.5008339173351811,-0.05771356075076543
1626,0.5,0.09555555880069733,0.125,9.0,9.0,0.125,0.5008339919644986,-0.05771360006540954
1627,0.5,0.09555555880069733,0.125,9.0,9.0,0.25,0.5008340043131815,-0.057713640066255956
1628,0.5,0.09555555880069733,0.125,9.0,9.0,0.375,0.5008339101714185,-0.05771359163481754
1629,0.5,0.09555555880069733,0.125,9.0,9.0,0.5,0.5008339173351811,-0.057713613257424745
1630,0.5,0.09555555880069733,0.125,9.0,9.5,0.0,0.504294605767984,0.13059755542590212
1631,0.5,0.09555555880069733,0.125,9.0,9.5,0.125,0.5042948475473856,0.1305975170247012
1632,0.5,0.09555555880069733,0.125,9.0,9.5,0.25,0.5042944438674947,0.13059751183046434
1633,0.5,0.09555555880069733,0.125,9.0,9.5,0.375,0.5042944494221235,0.13059750834823414
1634,0.5,0.09555555880069733,0.125,9.0,9.5,0.5,0.5042950539311948,0.13059704193115007
1635,0.5,0.09555555880069733,0.125,9.0,10.0,0.0,0.523638827794533,0.3016191514016222
1636,0.5,0.09555555880069733,0.125,9.0,10.0,0.125,0.5236388675079402,0.3016191453440359
1637,0.5,0.09555555880069733,0.125,9.0,10.0,0.25,0.5236389003460553,0.30161912023223164
1638,0.5,0.09555555880069733,0.125,9.0,10.0,0.375,0.5236388548672793,0.3016190907808072
1639,0.5,0.09555555880069733,0.125,9.0,10.0,0.5,0.5236388175867551,0.3016190796630548
1640,0.5,0.09555555880069733,0.125,9.0,10.5,0.0,0.5552373631245034,0.44984015956024537
1641,0.5,0.09555555880069733,0.125,9.0,10.5,0.125,0.5552373147143431,0.44983995063597804
1642,0.5,0.09555555880069733,0.125,9.0,10.5,0.25,0.5552367218415031,0.4498395810848235
1643,0.5,0.09555555880069733,0.125,9.0,10.5,0.375,0.5552367071698696,0.44983956964321525
1644,0.5,0.09555555880069733,0.125,9.0,10.5,0.5,0.5552368660326223,0.4498395493034907
1645,0.5,0.09555555880069733,0.125,9.0,11.0,0.0,0.5957115429362059,0.5747411729089231
1646,0.5,0.09555555880069733,0.125,9.0,11.0,0.125,0.5957107704745024,0.5747403330407987
1647,0.5,0.09555555880069733,0.125,9.0,11.0,0.25,0.5957108200336213,0.5747403610295024
1648,0.5,0.09555555880069733,0.125,9.0,11.0,0.375,0.5957112125648618,0.5747404832393594
1649,0.5,0.09555555880069733,0.125,9.0,11.0,0.5,0.5957108810423594,0.5747403468858692
1650,0.5,0.09555555880069733,0.125,9.5,9.0,0.0,0.5008339173351811,-0.05771356075076543
1651,0.5,0.09555555880069733,0.125,9.5,9.0,0.125,0.5008339919644987,-0.0577136000654096
1652,0.5,0.09555555880069733,0.125,9.5,9.0,0.25,0.5008340043131815,-0.057713640066255956
1653,0.5,0.09555555880069733,0.125,9.5,9.0,0.375,0.5008339101714183,-0.05771359163481743
1654,0.5,0.09555555880069733,0.125,9.5,9.0,0.5,0.5008339173351811,-0.057713613257424634
1655,0.5,0.09555555880069733,0.125,9.5,9.5,0.0,0.5042946057679841,0.13059755542590212
1656,0.5,0.09555555880069733,0.125,9.5,9.5,0.125,0.5042948475473856,0.1305975170247012
1657,0.5,0.09555555880069733,0.125,9.5,9.5,0.25,0.5042944438674948,0.1305975118304643
1658,0.5,0.09555555880069733,0.125,9.5,9.5,0.375,0.5042944494221236,0.13059750834823408
1659,0.5,0.09555555880069733,0.125,9.5,9.5,0.5,0.5042950539311947,0.13059704193115024
1660,0.5,0.09555555880069733,0.125,9.5,10.0,0.0,0.5236388277945331,0.3016191514016223
1661,0.5,0.09555555880069733,0.125,9.5,10.0,0.125,0.5236388675079402,0.3016191453440358
1662,0.5,0.09555555880069733,0.125,9.5,10.0,0.25,0.5236389003460553,0.30161912023223164
1663,0.5,0.09555555880069733,0.125,9.5,10.0,0.375,0.5236388548672792,0.3016190907808072
1664,0.5,0.09555555880069733,0.125,9.5,10.0,0.5,0.523638817586755,0.30161907966305485
1665,0.5,0.09555555880069733,0.125,9.5,10.5,0.0,0.5552373631245036,0.44984015956024537
1666,0.5,0.09555555880069733,0.125,9.5,10.5,0.125,0.5552373147143432,0.449839950635978
1667,0.5,0.09555555880069733,0.125,9.5,10.5,0.25,0.5552367218415031,0.4498395810848235
1668,0.5,0.09555555880069733,0.125,9.5,10.5,0.375,0.5552367071698695,0.4498395696432153
1669,0.5,0.09555555880069733,0.125,9.5,10.5,0.5,0.5552368660326222,0.4498395493034908
1670,0.5,0.09555555880069733,0.125,9.5,11.0,0.0,0.5957115429362059,0.5747411729089231
1671,0.5,0.09555555880069733,0.125,9.5,11.0,0.125,0.5957107704745024,0.5747403330407987
1672,0.5,0.09555555880069733,0.125,9.5,11.0,0.25,0.5957108200336212,0.5747403610295024
1673,0.5,0.09555555880069733,0.125,9.5,11.0,0.375,0.5957112125648618,0.5747404832393594
1674,0.5,0.09555555880069733,0.125,9.5,11.0,0.5,0.5957108810423594,0.5747403468858694
1675,0.5,0.09555555880069733,0.125,10.0,9.0,0.0,0.5008339173351811,-0.057713560750765426
1676,0.5,0.09555555880069733,0.125,10.0,9.0,0.125,0.5008339919644987,-0.057713600065409654
1677,0.5,0.09555555880069733,0.125,10.0,9.0,0.25,0.5008340043131816,-0.057713640066255956
1678,0.5,0.09555555880069733,0.125,10.0,9.0,0.375,0.5008339101714183,-0.057713591634817485
1679,0.5,0.09555555880069733,0.125,10.0,9.0,0.5,0.5008339173351811,-0.057713613257424745
1680,0.5,0.09555555880069733,0.125,10.0,9.5,0.0,0.5042946057679841,0.1305975554259021
1681,0.5,0.09555555880069733,0.125,10.0,9.5,0.125,0.5042948475473856,0.1305975170247012
1682,0.5,0.09555555880069733,0.125,10.0,9.5,0.25,0.5042944438674949,0.13059751183046428
1683,0.5,0.09555555880069733,0.125,10.0,9.5,0.375,0.5042944494221236,0.13059750834823414
1684,0.5,0.09555555880069733,0.125,10.0,9.5,0.5,0.5042950539311947,0.13059704193115013
1685,0.5,0.09555555880069733,0.125,10.0,10.0,0.0,0.5236388277945331,0.30161915140162227
1686,0.5,0.09555555880069733,0.125,10.0,10.0,0.125,0.5236388675079402,0.3016191453440358
1687,0.5,0.09555555880069733,0.125,10.0,10.0,0.25,0.5236389003460554,0.3016191202322317
1688,0.5,0.09555555880069733,0.125,10.0,10.0,0.375,0.5236388548672793,0.3016190907808072
1689,0.5,0.09555555880069733,0.125,10.0,10.0,0.5,0.523638817586755,0.3016190796630548
1690,0.5,0.09555555880069733,0.125,10.0,10.5,0.0,0.5552373631245033,0.4498401595602453
1691,0.5,0.09555555880069733,0.125,10.0,10.5,0.125,0.5552373147143431,0.4498399506359781
1692,0.5,0.09555555880069733,0.125,10.0,10.5,0.25,0.5552367218415032,0.4498395810848236
1693,0.5,0.09555555880069733,0.125,10.0,10.5,0.375,0.5552367071698697,0.44983956964321525
1694,0.5,0.09555555880069733,0.125,10.0,10.5,0.5,0.5552368660326225,0.4498395493034907
1695,0.5,0.09555555880069733,0.125,10.0,11.0,0.0,0.595711542936206,0.5747411729089231
1696,0.5,0.09555555880069733,0.125,10.0,11.0,0.125,0.5957107704745023,0.5747403330407987
1697,0.5,0.09555555880069733,0.125,10.0,11.0,0.25,0.5957108200336212,0.5747403610295023
1698,0.5,0.09555555880069733,0.125,10.0,11.0,0.375,0.5957112125648617,0.5747404832393594
1699,0.5,0.09555555880069733,0.125,10.0,11.0,0.5,0.5957108810423594,0.5747403468858692
1700,0.5,0.09555555880069733,0.125,10.5,9.0,0.0,0.5008339173351811,-0.05771356075076543
1701,0.5,0.09555555880069733,0.125,10.5,9.0,0.125,0.5008339919644986,-0.0577136000654096
1702,0.5,0.09555555880069733,0.125,10.5,9.0,0.25,0.5008340043131816,-0.057713640066255956
1703,0.5,0.09555555880069733,0.125,10.5,9.0,0.375,0.5008339101714184,-0.057713591634817374
1704,0.5,0.09555555880069733,0.125,10.5,9.0,0.5,0.5008339173351811,-0.05771361325742497
1705,0.5,0.09555555880069733,0.125,10.5,9.5,0.0,0.5042946057679841,0.1305975554259021
1706,0.5,0.09555555880069733,0.125,10.5,9.5,0.125,0.5042948475473855,0.13059751702470118
1707,0.5,0.09555555880069733,0.125,10.5,9.5,0.25,0.5042944438674948,0.1305975118304643
1708,0.5,0.09555555880069733,0.125,10.5,9.5,0.375,0.5042944494221235,0.13059750834823416
1709,0.5,0.09555555880069733,0.125,10.5,9.5,0.5,0.5042950539311947,0.13059704193115013
1710,0.5,0.09555555880069733,0.125,10.5,10.0,0.0,0.523638827794533,0.30161915140162227
1711,0.5,0.09555555880069733,0.125,10.5,10.0,0.125,0.5236388675079403,0.30161914534403583
1712,0.5,0.09555555880069733,0.125,10.5,10.0,0.25,0.5236389003460554,0.30161912023223164
1713,0.5,0.09555555880069733,0.125,10.5,10.0,0.375,0.5236388548672793,0.3016190907808072
1714,0.5,0.09555555880069733,0.125,10.5,10.0,0.5,0.5236388175867551,0.3016190796630547
1715,0.5,0.09555555880069733,0.125,10.5,10.5,0.0,0.5552373631245036,0.4498401595602454
1716,0.5,0.09555555880069733,0.125,10.5,10.5,0.125,0.5552373147143433,0.449839950635978
1717,0.5,0.09555555880069733,0.125,10.5,10.5,0.25,0.555236721841503,0.4498395810848236
1718,0.5,0.09555555880069733,0.125,10.5,10.5,0.375,0.5552367071698697,0.44983956964321525
1719,0.5,0.09555555880069733,0.125,10.5,10.5,0.5,0.5552368660326225,0.4498395493034906
1720,0.5,0.09555555880069733,0.125,10.5,11.0,0.0,0.595711542936206,0.5747411729089231
1721,0.5,0.09555555880069733,0.125,10.5,11.0,0.125,0.5957107704745025,0.574740333040799
1722,0.5,0.09555555880069733,0.125,10.5,11.0,0.25,0.5957108200336213,0.5747403610295024
1723,0.5,0.09555555880069733,0.125,10.5,11.0,0.375,0.5957112125648618,0.5747404832393596
1724,0.5,0.09555555880069733,0.125,10.5,11.0,0.5,0.5957108810423596,0.5747403468858692
1725,0.5,0.09555555880069733,0.125,11.0,9.0,0.0,0.5008339173351811,-0.057713560750765426
1726,0.5,0.09555555880069733,0.125,11.0,9.0,0.125,0.5008339919644986,-0.05771360006540957
1727,0.5,0.09555555880069733,0.125,11.0,9.0,0.25,0.5008340043131815,-0.0577136400662559
1728,0.5,0.09555555880069733,0.125,11.0,9.0,0.375,0.5008339101714184,-0.057713591634817485
1729,0.5,0.09555555880069733,0.125,11.0,9.0,0.5,0.5008339173351811,-0.057713613257424745
1730,0.5,0.09555555880069733,0.125,11.0,9.5,0.0,0.5042946057679841,0.1305975554259021
1731,0.5,0.09555555880069733,0.125,11.0,9.5,0.125,0.5042948475473855,0.13059751702470118
1732,0.5,0.09555555880069733,0.125,11.0,9.5,0.25,0.5042944438674948,0.1305975118304643
1733,0.5,0.09555555880069733,0.125,11.0,9.5,0.375,0.5042944494221238,0.13059750834823403
1734,0.5,0.09555555880069733,0.125,11.0,9.5,0.5,0.5042950539311946,0.13059704193115013
1735,0.5,0.09555555880069733,0.125,11.0,10.0,0.0,0.523638827794533,0.30161915140162227
1736,0.5,0.09555555880069733,0.125,11.0,10.0,0.125,0.5236388675079403,0.3016191453440358
1737,0.5,0.09555555880069733,0.125,11.0,10.0,0.25,0.5236389003460554,0.30161912023223164
1738,0.5,0.09555555880069733,0.125,11.0,10.0,0.375,0.5236388548672795,0.3016190907808071
1739,0.5,0.09555555880069733,0.125,11.0,10.0,0.5,0.5236388175867551,0.30161907966305473
1740,0.5,0.09555555880069733,0.125,11.0,10.5,0.0,0.5552373631245036,0.4498401595602455
1741,0.5,0.09555555880069733,0.125,11.0,10.5,0.125,0.5552373147143433,0.44983995063597804
1742,0.5,0.09555555880069733,0.125,11.0,10.5,0.25,0.555236721841503,0.44983958108482347
1743,0.5,0.09555555880069733,0.125,11.0,10.5,0.375,0.5552367071698697,0.44983956964321525
1744,0.5,0.09555555880069733,0.125,11.0,10.5,0.5,0.5552368660326225,0.4498395493034906
1745,0.5,0.09555555880069733,0.125,11.0,11.0,0.0,0.5957115429362059,0.5747411729089233
1746,0.5,0.09555555880069733,0.125,11.0,11.0,0.125,0.5957107704745024,0.5747403330407987
1747,0.5,0.09555555880069733,0.125,11.0,11.0,0.25,0.5957108200336213,0.5747403610295023
1748,0.5,0.09555555880069733,0.125,11.0,11.0,0.375,0.5957112125648618,0.5747404832393594
1749,0.5,0.09555555880069733,0.125,11.0,11.0,0.5,0.5957108810423595,0.5747403468858692
1750,0.5,0.09555555880069733,0.15000000596046448,9.0,9.0,0.0,0.5140265343788976,0.23414404844398834
1751,0.5,0.09555555880069733,0.15000000596046448,9.0,9.0,0.125,0.5140260695029775,0.23414382901771247
1752,0.5,0.09555555880069733,0.15000000596046448,9.0,9.0,0.25,0.5140262564948037,0.2341438196356793
1753,0.5,0.09555555880069733,0.15000000596046448,9.0,9.0,0.375,0.5140270953555627,0.2341435387928497
1754,0.5,0.09555555880069733,0.15000000596046448,9.0,9.0,0.5,0.5140261432122183,0.23414377897001148
1755,0.5,0.09555555880069733,0.15000000596046448,9.0,9.5,0.0,0.5407836112159672,0.3908491869524128
1756,0.5,0.09555555880069733,0.15000000596046448,9.0,9.5,0.125,0.5407829171623654,0.39084853833438205
1757,0.5,0.09555555880069733,0.15000000596046448,9.0,9.5,0.25,0.5407824548586473,0.39084830526264125
1758,0.5,0.09555555880069733,0.15000000596046448,9.0,9.5,0.375,0.5407830170204807,0.3908483214555331
1759,0.5,0.09555555880069733,0.15000000596046448,9.0,9.5,0.5,0.5407825625615585,0.3908482828715492
1760,0.5,0.09555555880069733,0.15000000596046448,9.0,10.0,0.0,0.5774588428082138,0.5239210742884555
1761,0.5,0.09555555880069733,0.15000000596046448,9.0,10.0,0.125,0.5774586752659948,0.5239205089382097
1762,0.5,0.09555555880069733,0.15000000596046448,9.0,10.0,0.25,0.5774577111959274,0.5239196821324315
1763,0.5,0.09555555880069733,0.15000000596046448,9.0,10.0,0.375,0.5774578113402621,0.5239195934715042
1764,0.5,0.09555555880069733,0.15000000596046448,9.0,10.0,0.5,0.5774579205254857,0.5239194656896285
1765,0.5,0.09555555880069733,0.15000000596046448,9.0,10.5,0.0,0.6210706164154405,0.6350167000241308
1766,0.5,0.09555555880069733,0.15000000596046448,9.0,10.5,0.125,0.6210700346275051,0.6350160033927692
1767,0.5,0.09555555880069733,0.15000000596046448,9.0,10.5,0.25,0.6210700237183987,0.6350159907073682
1768,0.5,0.09555555880069733,0.15000000596046448,9.0,10.5,0.375,0.6210702827977396,0.6350160991026448
1769,0.5,0.09555555880069733,0.15000000596046448,9.0,10.5,0.5,0.6210713294953912,0.6350162713127117
1770,0.5,0.09555555880069733,0.15000000596046448,9.0,11.0,0.0,0.6693803385187099,0.7273191480975678
1771,0.5,0.09555555880069733,0.15000000596046448,9.0,11.0,0.125,0.6693811280628487,0.7273199517597376
1772,0.5,0.09555555880069733,0.15000000596046448,9.0,11.0,0.25,0.6693803158821103,0.7273191171499481
1773,0.5,0.09555555880069733,0.15000000596046448,9.0,11.0,0.375,0.6693803570103813,0.7273191394001266
1774,0.5,0.09555555880069733,0.15000000596046448,9.0,11.0,0.5,0.6693808538932821,0.7273193024208187
1775,0.5,0.09555555880069733,0.15000000596046448,9.5,9.0,0.0,0.5140265343788974,0.2341440484439884
1776,0.5,0.09555555880069733,0.15000000596046448,9.5,9.0,0.125,0.5140260695029774,0.2341438290177124
1777,0.5,0.09555555880069733,0.15000000596046448,9.5,9.0,0.25,0.5140262564948038,0.23414381963567926
1778,0.5,0.09555555880069733,0.15000000596046448,9.5,9.0,0.375,0.5140270953555626,0.2341435387928497
1779,0.5,0.09555555880069733,0.15000000596046448,9.5,9.0,0.5,0.5140261432122182,0.23414377897001154
1780,0.5,0.09555555880069733,0.15000000596046448,9.5,9.5,0.0,0.5407836112159671,0.3908491869524127
1781,0.5,0.09555555880069733,0.15000000596046448,9.5,9.5,0.125,0.5407829171623654,0.39084853833438205
1782,0.5,0.09555555880069733,0.15000000596046448,9.5,9.5,0.25,0.5407824548586472,0.39084830526264125
1783,0.5,0.09555555880069733,0.15000000596046448,9.5,9.5,0.375,0.5407830170204807,0.3908483214555331
1784,0.5,0.09555555880069733,0.15000000596046448,9.5,9.5,0.5,0.5407825625615584,0.39084828287154927
1785,0.5,0.09555555880069733,0.15000000596046448,9.5,10.0,0.0,0.5774588428082139,0.5239210742884555
1786,0.5,0.09555555880069733,0.15000000596046448,9.5,10.0,0.125,0.5774586752659948,0.5239205089382099
1787,0.5,0.09555555880069733,0.15000000596046448,9.5,10.0,0.25,0.5774577111959275,0.5239196821324315
1788,0.5,0.09555555880069733,0.15000000596046448,9.5,10.0,0.375,0.5774578113402621,0.5239195934715042
1789,0.5,0.09555555880069733,0.15000000596046448,9.5,10.0,0.5,0.5774579205254857,0.5239194656896287
1790,0.5,0.09555555880069733,0.15000000596046448,9.5,10.5,0.0,0.6210706164154405,0.6350167000241305
1791,0.5,0.09555555880069733,0.15000000596046448,9.5,10.5,0.125,0.6210700346275051,0.6350160033927692
1792,0.5,0.09555555880069733,0.15000000596046448,9.5,10.5,0.25,0.6210700237183988,0.6350159907073682
1793,0.5,0.09555555880069733,0.15000000596046448,9.5,10.5,0.375,0.6210702827977396,0.6350160991026448
1794,0.5,0.09555555880069733,0.15000000596046448,9.5,10.5,0.5,0.6210713294953912,0.6350162713127118
1795,0.5,0.09555555880069733,0.15000000596046448,9.5,11.0,0.0,0.6693803385187099,0.7273191480975677
1796,0.5,0.09555555880069733,0.15000000596046448,9.5,11.0,0.125,0.6693811280628487,0.7273199517597375
1797,0.5,0.09555555880069733,0.15000000596046448,9.5,11.0,0.25,0.6693803158821103,0.727319117149948
1798,0.5,0.09555555880069733,0.15000000596046448,9.5,11.0,0.375,0.6693803570103812,0.7273191394001266
1799,0.5,0.09555555880069733,0.15000000596046448,9.5,11.0,0.5,0.6693808538932821,0.7273193024208188
1800,0.5,0.09555555880069733,0.15000000596046448,10.0,9.0,0.0,0.5140265343788976,0.23414404844398837
1801,0.5,0.09555555880069733,0.15000000596046448,10.0,9.0,0.125,0.5140260695029774,0.23414382901771247
1802,0.5,0.09555555880069733,0.15000000596046448,10.0,9.0,0.25,0.5140262564948039,0.2341438196356793
1803,0.5,0.09555555880069733,0.15000000596046448,10.0,9.0,0.375,0.5140270953555627,0.23414353879284966
1804,0.5,0.09555555880069733,0.15000000596046448,10.0,9.0,0.5,0.5140261432122183,0.23414377897001148
1805,0.5,0.09555555880069733,0.15000000596046448,10.0,9.5,0.0,0.5407836112159672,0.3908491869524128
1806,0.5,0.09555555880069733,0.15000000596046448,10.0,9.5,0.125,0.5407829171623653,0.390848538334382
1807,0.5,0.09555555880069733,0.15000000596046448,10.0,9.5,0.25,0.5407824548586472,0.39084830526264125
1808,0.5,0.09555555880069733,0.15000000596046448,10.0,9.5,0.375,0.5407830170204808,0.39084832145553305
1809,0.5,0.09555555880069733,0.15000000596046448,10.0,9.5,0.5,0.5407825625615587,0.39084828287154916
1810,0.5,0.09555555880069733,0.15000000596046448,10.0,10.0,0.0,0.5774588428082138,0.5239210742884555
1811,0.5,0.09555555880069733,0.15000000596046448,10.0,10.0,0.125,0.5774586752659947,0.5239205089382099
1812,0.5,0.09555555880069733,0.15000000596046448,10.0,10.0,0.25,0.5774577111959275,0.5239196821324316
1813,0.5,0.09555555880069733,0.15000000596046448,10.0,10.0,0.375,0.5774578113402621,0.5239195934715042
1814,0.5,0.09555555880069733,0.15000000596046448,10.0,10.0,0.5,0.5774579205254857,0.5239194656896285
